NU_INSCRICAO;NU_ANO;NO_MUNICIPIO_RESIDENCIA;CO_UF_RESIDENCIA;SG_UF_RESIDENCIA;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;NU_IDADE;TP_SEXO;CO_MUNICIPIO_NASCIMENTO;TP_ESCOLA;TP_ENSINO;TP_ESTADO_CIVIL;TP_COR_RACA;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_STATUS_REDACAO;NU_NOTA_REDACAO;Q001;Q002;Q005;Q006
1,60E+11;2016;Araranguá;42;SC;2;1;1;17;F;;2;1;0;1;4019;5589;5538;3674;1;600;E;D;5;C
1,60E+11;2016;Pau Brasil;29;BA;2;1;1;16;F;2905602;2;1;0;3;4947;5688;564;4292;1;720;D;B;4;B
1,60E+11;2016;Fortaleza;23;CE;2;1;1;17;M;2304400;2;1;0;3;4046;5916;5828;3898;1;620;A;E;5;B
1,60E+11;2016;Nova Iguaçu;33;RJ;2;1;1;19;F;3304557;2;1;0;3;4049;5686;5161;5347;1;600;E;E;2;D
1,60E+11;2016;São Paulo;35;SP;3;1;1;18;F;3550308;2;1;0;1;4425;6117;6041;6206;1;580;E;F;4;H
1,60E+11;2016;Ituporanga;42;SC;2;1;1;17;F;4208500;2;1;0;1;4684;5715;5221;5528;1;720;C;D;4;E
1,60E+11;2016;Fortaleza;23;CE;2;1;1;19;F;2304400;2;1;;4;4215;4315;3908;393;1;380;C;D;5;C
1,60E+11;2016;Recife;26;PE;2;1;1;16;F;2611606;2;1;0;3;5315;6039;5807;5334;1;760;C;E;2;C
1,60E+11;2016;Fortaleza;23;CE;2;1;1;16;M;2304400;2;1;0;3;5733;6376;5989;598;1;560;D;E;4;B
1,60E+11;2016;Caririaçu;23;CE;2;1;1;17;F;2307304;2;1;0;1;5184;6079;5342;4812;1;740;B;H;6;B
1,60E+11;2016;Jaraguá do Sul;42;SC;2;1;1;18;F;4208906;2;1;0;1;4533;4955;420;4941;1;640;E;F;4;L
1,60E+11;2016;Curitiba;41;PR;2;1;1;17;F;3550308;2;1;0;3;4058;5503;5695;4202;1;660;F;E;4;G
1,60E+11;2016;São Paulo;35;SP;2;1;1;17;F;3550308;2;1;0;1;4857;562;5407;4546;1;640;E;E;3;D
1,60E+11;2016;São João da Boa Vista;35;SP;2;1;1;19;M;3549102;2;1;0;1;5988;5133;5016;5424;1;620;E;E;3;C
1,60E+11;2016;Santa Rosa;43;RS;2;1;1;18;F;4300604;2;1;0;1;3993;4716;5416;3661;1;460;B;C;3;C
1,60E+11;2016;São Paulo;35;SP;2;1;1;17;F;3550308;2;1;0;1;5036;6164;6258;4613;1;540;D;D;2;C
1,60E+11;2016;Avaré;35;SP;2;1;1;17;M;3504503;2;1;0;1;4524;551;5601;3759;1;620;B;B;4;E
1,60E+11;2016;Duque de Caxias;33;RJ;2;1;1;16;F;3301702;2;1;0;1;421;5337;4807;4502;1;680;C;C;3;B
1,60E+11;2016;Caicó;24;RN;2;1;1;17;F;2402006;2;1;0;1;5098;5723;3672;6305;1;660;C;E;4;C
1,60E+11;2016;Carapicuíba;35;SP;2;1;1;18;M;3534401;2;1;0;3;5186;5187;4833;553;1;520;B;E;2;D
1,60E+11;2016;São Paulo;35;SP;2;1;1;18;F;3531100;2;1;0;1;3842;5531;5171;545;1;480;H;E;3;F
1,60E+11;2016;Guarulhos;35;SP;2;1;1;17;F;3518800;2;1;0;2;4454;5318;0;0;1;560;B;B;4;D
1,60E+11;2016;Campinas;35;SP;2;1;1;19;F;3509502;2;1;0;2;4273;5067;5056;4041;1;580;E;E;3;B
1,60E+11;2016;Rio Largo;27;AL;2;1;1;20;M;2707701;2;1;0;1;4789;5517;5165;385;1;580;A;B;4;B
1,60E+11;2016;Santo André;35;SP;2;1;1;17;F;3529401;2;1;0;1;3856;507;5677;5123;1;540;B;B;4;C
1,60E+11;2016;Recife;26;PE;2;1;1;17;F;2602902;2;3;0;2;4494;4743;5019;4549;1;800;D;C;8;B
1,60E+11;2016;Nova Iguaçu;33;RJ;2;1;1;17;M;3300456;2;1;0;1;4178;548;5512;6113;1;560;E;D;7;I
1,60E+11;2016;Conceição da Feira;29;BA;2;1;1;17;F;2929305;2;1;0;3;3905;5273;5637;511;1;560;B;B;4;B
1,60E+11;2016;Paulista;26;PE;2;1;1;20;M;2611606;2;3;;1;5446;6259;5743;465;1;580;H;E;10;H
1,60E+11;2016;São José;42;SC;2;1;1;17;F;4203006;2;1;0;1;5028;5699;5525;5422;1;780;C;E;2;C
1,60E+11;2016;Goiânia;52;GO;2;1;1;20;M;5208707;2;1;0;2;5498;6104;5898;540;1;620;D;D;4;C
1,60E+11;2016;São Paulo;35;SP;2;1;1;17;F;3550308;2;1;0;1;4253;5452;5615;4823;1;460;B;D;4;D
1,60E+11;2016;Vitória do Xingu;15;PA;2;1;1;16;F;1500602;2;1;0;3;5409;612;5761;4362;1;540;E;G;4;K
1,60E+11;2016;Ipaumirim;23;CE;2;1;1;18;M;2516201;2;1;0;3;5381;5642;4584;4664;1;520;E;E;3;B
1,60E+11;2016;São Paulo;35;SP;2;1;1;17;F;3550308;2;1;0;1;452;5305;5456;6226;1;540;D;D;4;C
1,60E+11;2016;Vila Velha;32;ES;2;1;1;18;F;3205309;2;1;0;2;434;4287;3777;3763;1;480;E;C;9;B
1,60E+11;2016;São Paulo;35;SP;2;1;1;17;F;3550308;2;1;0;3;4194;4973;4237;4964;1;620;B;E;4;C
1,60E+11;2016;Patrocínio;31;MG;2;1;1;17;M;3105103;2;1;0;1;5373;5821;5467;4778;1;440;E;E;3;D
1,60E+11;2016;Mogi Guaçu;35;SP;2;1;1;17;M;3530706;2;1;0;1;5982;6364;5883;5762;1;580;D;F;4;J
1,60E+11;2016;Vila Velha;32;ES;2;1;1;18;F;3205309;2;1;0;1;4188;4851;5388;4682;1;420;E;E;7;C
1,60E+11;2016;São Paulo;35;SP;2;1;1;17;F;3550308;2;1;0;1;5548;5927;5991;6305;1;600;D;E;5;G
1,60E+11;2016;Queimados;33;RJ;1;1;1;18;F;3304144;2;1;0;1;587;6013;6085;571;1;880;F;E;4;D
1,60E+11;2016;Rio de Janeiro;33;RJ;2;1;1;18;M;3304557;2;1;0;3;588;6219;6035;4295;1;660;H;B;4;C
1,60E+11;2016;Rio de Janeiro;33;RJ;2;1;1;18;F;3304557;2;1;0;3;4333;5697;5426;4108;1;480;E;E;3;C
1,60E+11;2016;Brasília;53;DF;2;1;1;17;F;5300108;2;1;0;3;5162;5827;6141;6361;1;760;B;F;5;H
1,60E+11;2016;Moeda;31;MG;2;1;1;18;M;3106200;2;1;0;1;5836;6561;6156;6564;1;520;B;B;4;C
1,60E+11;2016;Forquilha;23;CE;2;1;1;17;M;2312908;2;1;0;3;4721;5897;5751;726;1;500;C;B;4;B
1,60E+11;2016;São Paulo;35;SP;2;1;1;18;M;2914802;2;1;0;2;4228;4343;4634;3982;1;340;E;E;2;D
1,60E+11;2016;Guarujá;35;SP;2;1;1;17;M;3518701;2;1;0;1;6104;5903;5836;6505;1;520;B;B;5;G
1,60E+11;2016;Forquilha;23;CE;2;1;1;18;F;5300108;2;1;0;4;4833;518;5176;5202;1;580;C;C;4;B
1,60E+11;2016;Paraisópolis;31;MG;2;1;1;17;M;3147303;2;1;0;1;5459;5592;5566;5905;1;500;H;H;3;G
1,60E+11;2016;Curitiba;41;PR;2;1;1;17;F;4106902;2;1;0;1;4306;4749;5502;4054;1;560;B;B;3;C
1,60E+11;2016;João Pessoa;25;PB;1;1;1;18;F;2507507;2;1;0;3;5659;6021;5572;6107;1;640;C;E;2;D
1,60E+11;2016;Franco da Rocha;35;SP;2;1;1;17;M;2702108;2;1;0;2;4259;5068;5641;3666;1;500;B;B;3;A
1,60E+11;2016;São Paulo;35;SP;2;1;1;18;M;3513801;2;1;0;3;5396;635;6329;4145;1;680;E;E;5;D
1,60E+11;2016;Brasília;53;DF;2;1;1;17;F;5300108;2;1;0;3;583;6321;5636;6547;1;940;D;E;3;C
1,60E+11;2016;Diadema;35;SP;2;1;1;17;F;3550308;2;1;0;1;4077;4102;4629;4251;1;440;C;B;2;C
1,60E+11;2016;Fortaleza;23;CE;2;1;1;17;M;2304400;2;1;0;3;5005;6029;5619;6153;1;540;E;E;3;C
1,60E+11;2016;Rio de Janeiro;33;RJ;2;1;1;18;F;3304557;2;1;0;1;4491;5496;5129;4518;1;660;B;B;3;C
1,60E+11;2016;Santa Maria;43;RS;2;1;1;18;F;4312104;2;1;0;1;5939;5906;5871;528;1;800;C;E;2;C
1,60E+11;2016;Paulista;26;PE;2;1;1;18;M;2611606;2;1;0;3;4229;4282;4867;4132;1;560;F;D;5;D
1,60E+11;2016;Lauro de Freitas;29;BA;2;1;1;18;F;2919207;2;1;0;2;4799;5397;552;483;1;440;E;B;4;B
1,60E+11;2016;Tianguá;23;CE;2;1;1;17;F;2313401;2;1;0;1;3926;4648;5116;5027;1;380;C;D;5;D
1,60E+11;2016;Fortaleza;23;CE;2;1;1;19;F;2304400;2;1;0;3;4373;442;4373;3702;1;440;E;F;4;D
1,60E+11;2016;Salvador;29;BA;2;1;1;17;M;2927408;2;1;0;5;4949;4461;4797;423;1;380;C;B;6;B
1,60E+11;2016;Piracicaba;35;SP;2;1;1;17;F;3538709;2;1;0;1;5579;6034;5962;3588;1;420;D;E;4;F
1,60E+11;2016;Rio de Janeiro;33;RJ;2;1;1;18;F;3304557;2;1;0;3;3846;478;4344;3707;1;360;A;D;2;C
1,60E+11;2016;Queimados;33;RJ;2;1;1;18;F;3302270;2;1;0;3;5212;638;6281;5679;1;580;E;E;4;G
1,60E+11;2016;Fortaleza;23;CE;2;1;1;19;M;2304400;2;1;0;3;3871;4192;4123;4356;1;460;B;D;4;D
1,60E+11;2016;Recife;26;PE;2;1;1;18;F;2611606;2;1;0;1;4087;4758;5168;4392;1;600;B;D;4;B
1,60E+11;2016;Vila Velha;32;ES;2;1;1;17;F;3160702;2;1;0;1;5903;6182;5612;3715;1;680;E;C;4;C
1,60E+11;2016;Salvador;29;BA;2;1;1;18;F;2927408;2;1;0;2;393;4563;5134;4428;1;500;E;E;3;C
1,60E+11;2016;São João de Meriti;33;RJ;2;1;1;18;F;3305109;2;1;0;1;5636;6292;5769;6562;1;460;E;F;4;F
1,60E+11;2016;Santa Izabel do Pará;15;PA;2;1;1;17;F;1506500;2;1;0;2;4415;5653;5617;6314;1;540;H;E;7;C
1,60E+11;2016;Mazagão;16;AP;2;1;1;17;F;1600402;2;1;0;3;499;5706;5415;4388;1;600;C;E;4;B
1,60E+11;2016;Taboão da Serra;35;SP;2;1;1;17;F;3534401;2;1;0;1;510;6235;6277;474;1;820;F;F;4;D
1,60E+11;2016;Campo Grande;50;MS;2;1;1;26;M;5002704;2;3;0;3;4121;4526;488;4733;1;200;B;B;5;C
1,60E+11;2016;Carapicuíba;35;SP;2;1;1;18;F;3534401;2;1;0;2;3955;4624;4576;3877;1;560;E;C;5;C
1,60E+11;2016;Angra dos Reis;33;RJ;2;1;1;17;M;3300100;2;1;0;3;469;4838;5312;5168;1;600;D;C;4;E
1,60E+11;2016;Osasco;35;SP;2;1;1;17;F;3534401;2;1;0;1;4281;5194;5312;3426;1;520;C;H;5;E
1,60E+11;2016;Fortaleza;23;CE;2;1;1;19;M;2304400;2;1;0;3;4323;5716;4687;5687;1;640;C;B;3;C
1,60E+11;2016;Goiânia;52;GO;2;1;1;18;M;5208707;2;1;0;3;4638;5541;5255;4632;1;780;B;C;4;C
1,60E+11;2016;Marquinho;41;PR;2;1;1;16;F;4113304;2;1;0;1;5108;6047;597;6168;1;660;C;D;3;B
1,60E+11;2016;São Paulo;35;SP;2;1;1;17;F;3550308;2;1;0;1;4661;5472;5865;5104;1;720;H;E;3;C
1,60E+11;2016;Pacajus;23;CE;2;1;1;17;F;2309607;2;1;0;3;4124;5267;4422;5349;1;640;E;G;3;A
1,60E+11;2016;Bauru;35;SP;2;1;1;17;F;3506003;2;1;0;1;5939;5836;603;5975;1;560;G;F;3;H
1,60E+11;2016;Fortaleza;23;CE;2;1;1;17;F;2304400;2;1;0;3;4511;462;4437;3937;1;440;B;B;4;C
1,60E+11;2016;Governador Valadares;31;MG;2;1;1;17;F;3127701;2;1;0;3;414;5985;5303;4382;1;520;D;D;5;B
1,60E+11;2016;Rio de Janeiro;33;RJ;2;1;1;18;F;3304557;2;1;0;2;5083;585;5787;5028;1;600;H;C;2;B
1,60E+11;2016;São Paulo;35;SP;2;1;1;17;F;3550308;2;1;0;3;5201;6314;6123;5184;1;800;D;E;3;B
1,60E+11;2016;Belo Horizonte;31;MG;2;1;1;19;F;3106200;2;1;0;2;4523;4762;4775;4854;1;280;E;E;4;B
1,60E+11;2016;Paranaguá;41;PR;2;1;1;21;F;4118204;2;3;0;0;4587;5472;5635;3848;1;600;C;C;4;C
1,60E+11;2016;Guarulhos;35;SP;2;1;1;17;F;3518800;2;1;0;1;3814;5128;5098;4253;1;500;B;B;5;D
1,60E+11;2016;Ipameri;52;GO;2;1;1;26;F;5210109;2;2;0;1;496;6067;6281;5324;1;600;B;C;4;D
1,60E+11;2016;Paulista;26;PE;2;1;1;18;F;2609600;2;1;0;4;492;5023;5497;3945;1;720;D;B;6;C
1,60E+11;2016;Fortaleza;23;CE;2;1;1;17;F;5300108;2;1;0;3;4653;5166;5108;4798;1;420;E;E;3;B
1,60E+11;2016;São Paulo;35;SP;2;1;1;17;F;3550308;2;1;0;3;599;6808;6496;7025;1;680;B;A;4;E
1,60E+11;2016;Três Rios;33;RJ;2;1;1;18;F;3306008;2;1;0;1;4576;5692;5191;3893;1;580;D;C;3;C
1,60E+11;2016;Guajará-Mirim;11;RO;2;1;1;18;F;1100106;2;1;0;3;4502;4214;4522;4572;1;420;D;C;11;B
1,60E+11;2016;Rio de Janeiro;33;RJ;2;1;1;18;F;3304557;2;1;0;3;3899;5225;4988;4135;1;540;C;C;5;C
1,60E+11;2016;Petrolina de Goiás;52;GO;2;1;1;17;F;5216809;2;1;0;3;485;5167;593;3737;1;560;H;E;2;B
1,60E+11;2016;Jaraguá do Sul;42;SC;2;1;1;16;M;4208906;2;1;0;1;4305;4986;5123;4827;1;680;C;E;3;E
1,60E+11;2016;Fortaleza;23;CE;2;1;1;17;F;2307650;2;1;0;3;399;5518;5297;516;1;580;H;D;3;C
1,60E+11;2016;São Gonçalo;33;RJ;2;1;1;19;F;3304904;2;1;0;2;5467;534;5745;5125;1;560;E;C;2;G
1,60E+11;2016;Caxias;21;MA;2;1;1;17;F;2103000;2;1;0;3;4508;569;5412;4433;1;620;D;F;6;C
1,60E+11;2016;Rio de Janeiro;33;RJ;2;1;1;38;F;3302502;2;3;1;1;4778;5457;4898;4386;1;520;B;C;4;C
1,60E+11;2016;Venda Nova do Imigrante;32;ES;2;1;1;22;M;3200102;2;3;0;3;4743;5602;5794;5047;1;620;B;B;4;C
1,60E+11;2016;Santo Antônio do Aventureiro;31;MG;2;1;1;18;F;3302502;2;1;0;2;5223;5873;5596;6001;1;580;B;F;3;C
1,60E+11;2016;Aracaju;28;SE;2;1;1;18;M;2802908;2;1;0;1;4631;576;5415;5596;1;600;F;E;2;G
1,60E+11;2016;São José da Safira;31;MG;2;1;1;17;M;3106200;2;1;0;3;5667;6413;5574;5988;1;600;H;B;2;B
1,60E+11;2016;Fortaleza;23;CE;2;1;1;18;M;2304400;2;1;0;1;468;4312;4546;4395;1;460;F;E;3;B
1,60E+11;2016;Nova Santa Rita;43;RS;2;1;1;17;F;4314902;2;1;0;1;5017;5217;5754;3366;1;560;E;C;2;B
1,60E+11;2016;Campinas;35;SP;2;1;1;17;F;3510401;2;1;0;3;4517;5368;4907;4347;1;420;E;E;5;D
1,60E+11;2016;Rio Negro;41;PR;2;1;1;17;M;4210100;2;1;0;1;4783;644;5571;3704;1;600;E;D;3;K
1,60E+11;2016;Duque de Caxias;33;RJ;2;1;1;17;M;3301702;2;1;0;1;4566;5739;5439;3829;1;500;D;D;10;D
1,60E+11;2016;Indaial;42;SC;2;1;1;17;F;4207502;2;1;0;1;5472;6291;6274;4405;1;760;C;E;4;C
1,60E+11;2016;Sorocaba;35;SP;2;1;1;17;M;3552205;2;1;0;2;5551;6014;5931;4312;1;560;E;E;5;F
1,60E+11;2016;São Paulo;35;SP;2;1;1;17;F;3550308;2;1;0;3;4154;5785;559;5915;1;580;C;D;4;C
1,60E+11;2016;Lins;35;SP;2;1;1;17;F;3527108;2;1;;2;3799;5107;4964;3794;1;520;C;C;5;C
1,60E+11;2016;Arapongas;41;PR;2;1;1;17;M;4101507;2;1;0;1;5379;5757;5054;5389;1;640;E;E;5;D
1,60E+11;2016;Olinda;26;PE;2;1;1;17;F;2611606;2;1;0;3;5766;5673;5683;5733;1;820;D;F;3;C
1,60E+11;2016;São José do Rio Preto;35;SP;2;1;1;17;M;3530300;2;1;0;3;4068;4779;5925;6109;1;520;C;B;4;F
1,60E+11;2016;Arapiraca;27;AL;2;1;1;18;F;2706307;2;1;0;3;5215;5729;5217;4397;1;560;E;F;4;C
1,60E+11;2016;Nova Friburgo;33;RJ;2;1;1;18;F;3303401;2;1;0;1;5523;5578;5743;6209;1;780;B;F;4;E
1,60E+11;2016;Goiânia;52;GO;2;1;1;18;F;3548708;2;1;0;1;4057;5485;5806;3744;1;560;E;F;3;G
1,60E+11;2016;Apucarana;41;PR;2;1;1;17;F;4101408;2;1;0;1;3862;530;5316;4125;1;380;C;F;2;E
1,60E+11;2016;Forquilha;23;CE;2;1;1;17;M;2304350;2;1;0;3;5949;6118;5769;7201;1;720;F;E;4;C
1,60E+11;2016;Brasília;53;DF;2;1;1;17;M;5300108;2;1;0;0;5699;6788;6053;6494;1;560;B;D;4;C
1,60E+11;2016;Taquarivaí;35;SP;2;1;1;17;F;3522406;2;1;0;1;4176;5178;4326;4536;1;480;H;D;4;C
1,60E+11;2016;Rio de Janeiro;33;RJ;2;1;1;18;F;3304557;2;1;0;3;4834;5269;5469;4021;1;560;C;C;3;G
1,60E+11;2016;Lagoa Vermelha;43;RS;2;1;1;17;M;4311304;2;1;0;1;4389;5317;5182;5991;1;640;C;E;4;D
1,60E+11;2016;Arroio Grande;43;RS;2;1;1;20;F;4301305;2;3;0;1;555;6269;6114;531;1;600;D;D;6;C
1,60E+11;2016;Paço do Lumiar;21;MA;2;1;1;19;F;2111300;2;1;0;3;3925;5471;5335;3825;1;620;H;E;8;B
1,60E+11;2016;Osasco;35;SP;2;1;1;17;F;3534401;2;1;;2;5257;5877;5748;4808;1;580;E;E;3;F
1,60E+11;2016;Itapipoca;23;CE;2;1;1;17;M;2306405;2;1;0;2;373;5485;4971;4127;1;500;D;D;8;B
1,60E+11;2016;Porto Alegre;43;RS;2;1;1;18;F;4314902;2;1;0;1;4508;482;4427;5167;1;500;E;D;7;D
1,60E+11;2016;Jequié;29;BA;2;1;1;30;F;2917607;2;3;1;3;4083;4823;4513;476;1;480;B;C;2;B
1,60E+11;2016;Rio de Janeiro;33;RJ;1;1;1;19;F;3304557;2;1;0;1;5241;6309;5163;4489;1;760;F;E;4;N
1,60E+11;2016;Rio Verde;52;GO;2;1;1;17;F;5002902;2;1;0;3;4239;5365;4532;5182;1;540;E;E;3;C
1,60E+11;2016;São Paulo;35;SP;2;1;1;33;F;3550308;2;3;1;3;4208;5523;4912;4803;1;480;B;B;5;C
1,60E+11;2016;São Paulo;35;SP;2;1;1;17;F;3550308;2;3;0;1;4395;5291;5054;5395;1;400;E;C;4;I
1,60E+11;2016;Manaus;13;AM;2;1;1;17;F;1302603;2;1;0;3;5382;5967;5827;6267;1;680;E;E;6;E
1,60E+11;2016;Coaraci;29;BA;2;1;1;17;M;2908002;2;1;0;2;4096;5386;4876;4255;1;560;B;D;5;B
1,60E+11;2016;Campinas;35;SP;2;1;1;17;M;3509502;2;1;0;3;4401;6266;5718;5183;1;680;G;H;4;C
1,60E+11;2016;Rio de Janeiro;33;RJ;2;1;1;18;M;3304557;2;1;0;3;6001;5848;5476;6694;1;620;E;D;4;C
1,60E+11;2016;Ribeirão;26;PE;2;1;1;18;M;2611804;2;1;0;3;5862;5794;6201;617;1;600;B;A;6;B
1,60E+11;2016;Icó;23;CE;2;1;1;17;F;2305407;2;1;0;3;5043;5039;449;6016;1;500;H;G;6;G
1,60E+11;2016;Belo Horizonte;31;MG;2;1;1;17;F;3106200;2;1;0;3;5267;6077;6173;6493;1;600;E;E;4;E
1,60E+11;2016;São Paulo;35;SP;2;1;1;19;M;3523107;2;3;0;1;5198;6412;6163;617;1;480;H;H;1;A
1,60E+11;2016;Belo Horizonte;31;MG;2;1;1;18;F;3106200;2;1;0;3;4799;5886;5894;6064;1;660;H;H;7;E
1,60E+11;2016;Fortaleza;23;CE;2;1;1;17;M;2304400;2;1;0;3;577;5641;568;5627;1;740;C;C;4;D
1,60E+11;2016;Fortaleza;23;CE;2;1;1;18;F;2304400;2;1;0;3;4646;5687;5456;5564;1;600;D;F;2;B
1,60E+11;2016;São Paulo;35;SP;2;1;1;17;F;3550308;2;1;0;3;5378;674;6095;3998;1;600;B;E;4;C
1,60E+11;2016;Campo Magro;41;PR;2;1;1;17;F;4106902;2;1;0;3;556;4967;5289;4611;1;480;E;D;3;C
1,60E+11;2016;Parauapebas;15;PA;2;1;1;37;F;1508001;2;3;;1;4146;4455;5007;374;1;520;C;C;8;C
1,60E+11;2016;Salvador;29;BA;2;1;1;25;F;2927408;2;3;1;3;4472;5085;4799;5331;1;320;E;D;4;C
1,60E+11;2016;Curitiba;41;PR;2;1;1;22;M;4106902;2;3;0;3;3708;591;5356;6135;1;420;B;B;4;E
1,60E+11;2016;Barra Mansa;33;RJ;2;1;1;19;F;3300407;2;1;0;3;4462;4989;4176;4554;1;560;D;E;7;D
1,60E+11;2016;Diadema;35;SP;2;1;1;17;F;3513801;2;1;0;3;4872;5913;6363;6106;1;580;C;B;3;C
1,60E+11;2016;Tianguá;23;CE;2;1;1;18;F;2313401;2;1;0;3;3767;4882;442;3809;1;440;C;E;4;C
1,60E+11;2016;Lauro de Freitas;29;BA;2;1;1;16;M;2927408;2;1;0;3;5111;5615;4548;4196;1;580;F;D;2;C
1,60E+11;2016;Recife;26;PE;2;1;1;17;M;2604700;2;1;0;1;5893;6446;6135;5914;1;780;F;F;2;H
1,60E+11;2016;Tauá;23;CE;2;1;1;18;F;2313302;2;1;0;1;4381;3907;5009;3972;1;480;A;D;4;B
1,60E+11;2016;Rio de Janeiro;33;RJ;2;1;1;18;M;3304557;2;1;0;3;5302;5488;543;5178;1;640;E;E;4;B
1,60E+11;2016;Valinhos;35;SP;2;1;1;17;M;3544004;2;1;0;1;4294;5782;5846;5779;1;520;F;E;3;J
1,60E+11;2016;São Paulo;35;SP;2;1;1;16;M;3550308;2;1;0;1;639;606;5924;7915;1;460;F;G;4;G
1,60E+11;2016;Juazeiro do Norte;23;CE;2;1;1;17;M;2307304;2;1;0;3;4795;5241;5443;4386;1;720;C;D;4;B
1,60E+11;2016;Campos dos Goytacazes;33;RJ;2;2;1;17;F;3301009;2;1;0;1;5099;5865;5774;4875;1;640;E;D;4;D
1,60E+11;2016;Santo André;35;SP;2;1;1;17;F;3547809;2;1;0;1;4017;562;5902;5396;1;760;E;D;4;B
1,60E+11;2016;Natal;24;RN;2;1;1;20;M;2408102;2;1;0;3;5036;600;5584;4536;1;720;B;B;7;C
1,60E+11;2016;Barra do Piraí;33;RJ;2;1;1;18;F;3300308;2;1;0;2;5581;5805;572;5068;1;380;B;D;4;C
1,60E+11;2016;Santo André;35;SP;2;1;1;17;F;3548708;2;1;0;1;4637;5231;547;4359;1;520;E;C;3;C
1,60E+11;2016;Belo Horizonte;31;MG;2;1;1;18;M;3106200;2;1;0;1;4631;5504;5786;5776;1;600;E;D;5;H
1,60E+11;2016;Iguatu;23;CE;2;1;1;17;F;2305506;2;1;0;3;6449;6189;644;5727;1;720;C;B;3;C
1,60E+11;2016;Petrolina;26;PE;2;1;1;17;M;2611101;2;1;0;3;3987;5285;5396;4696;1;640;D;E;4;B
1,60E+11;2016;Palmas;17;TO;2;1;1;17;F;4107603;2;1;0;1;4566;5162;5865;4061;1;580;D;G;4;I
1,60E+11;2016;Belo Horizonte;31;MG;2;1;1;17;F;3106200;2;1;0;2;4602;5969;5446;4958;1;460;B;D;3;E
1,60E+11;2016;Recife;26;PE;2;1;1;18;M;2611606;2;1;0;2;4655;6039;5965;3856;1;640;E;E;4;G
1,60E+11;2016;Feira de Santana;29;BA;2;1;1;19;F;;2;1;0;3;3661;4063;4185;5111;1;300;E;E;5;C
1,60E+11;2016;Imbituba;42;SC;2;1;1;18;F;3300704;2;1;0;1;4105;5408;4962;3411;1;560;C;D;6;C
1,60E+11;2016;São José dos Pinhais;41;PR;2;1;1;27;F;4106902;2;3;0;1;4763;5995;5654;476;1;680;H;E;1;A
1,60E+11;2016;Braço do Norte;42;SC;2;1;1;24;M;4202800;2;3;0;1;5718;6271;6159;5384;1;580;H;E;1;C
1,60E+11;2016;Rio de Janeiro;33;RJ;2;1;1;17;F;3304557;2;1;0;3;5778;6388;6217;437;1;840;F;G;2;C
1,60E+11;2016;Fortaleza;23;CE;2;1;1;19;M;2307650;2;1;0;3;490;5147;4447;3926;1;560;H;D;3;B
1,60E+11;2016;Sinop;51;MT;2;1;1;28;M;4126256;2;2;;1;4384;4932;5155;4807;1;620;E;E;3;C
1,60E+11;2016;Rio Paranaíba;31;MG;2;1;1;17;M;3155504;2;1;0;1;5251;5199;3924;3367;1;520;C;C;3;C
1,60E+11;2016;Belford Roxo;33;RJ;2;1;1;32;F;3301702;2;3;;2;6092;6187;5837;4829;1;540;H;C;4;C
1,60E+11;2016;Caruaru;26;PE;2;1;1;26;F;2604106;2;1;0;3;4518;5481;4742;4198;1;540;B;C;7;C
1,60E+11;2016;Miradouro;31;MG;2;1;1;18;F;;2;1;0;3;6211;6842;5969;6556;1;720;B;D;3;B
1,60E+11;2016;Campina Grande do Sul;41;PR;2;1;1;17;F;4104006;2;1;0;1;4433;4998;5851;5079;1;520;H;H;5;F
1,60E+11;2016;Rio de Janeiro;33;RJ;2;1;1;18;F;2609006;2;1;0;3;4407;5474;5219;4534;1;560;B;B;4;C
1,60E+11;2016;Mossoró;24;RN;2;1;1;16;M;2408003;2;1;0;3;4669;534;5841;5312;1;540;E;D;4;B
1,60E+11;2016;Cascavel;41;PR;2;1;1;17;M;4104808;2;1;0;1;6248;6629;5615;5498;1;800;E;E;4;I
1,60E+11;2016;Vera Cruz;43;RS;2;1;1;17;M;4322707;2;1;0;3;5265;6451;5753;4533;1;560;C;B;4;E
1,60E+11;2016;Limoeiro do Norte;23;CE;2;1;1;17;F;2307601;2;1;0;3;4428;5936;5398;4593;1;720;E;E;3;B
1,60E+11;2016;Aliança;26;PE;2;1;1;18;M;2600708;2;1;0;3;5081;5187;4506;3781;1;480;B;C;4;B
1,60E+11;2016;Osasco;35;SP;2;1;1;17;F;3550308;2;1;0;3;5412;6151;620;5758;1;800;E;E;4;C
1,60E+11;2016;São Paulo;35;SP;2;1;1;17;M;3547809;2;1;0;1;4731;587;6156;7199;1;580;E;F;4;M
1,60E+11;2016;Praia Grande;35;SP;2;1;1;18;F;3550407;2;1;0;1;522;6051;5858;5538;1;500;H;D;4;D
1,60E+11;2016;Xinguara;15;PA;2;1;1;17;F;1508407;2;1;0;3;3726;4485;3991;5298;1;340;B;B;7;B
1,60E+11;2016;Vila Velha;32;ES;2;1;1;20;M;3205200;2;3;0;2;4273;4375;4832;4572;1;360;C;B;5;D
1,60E+11;2016;São José;42;SC;2;1;1;18;F;4209300;2;1;0;3;4025;5247;4396;4323;1;420;H;H;7;C
